declaring_class,mtd_name,mtd_sig
Activity,onTitleChanged,"void onTitleChanged (CharSequence title, int color)"
WebViewClient,onTooManyRedirects,"void onTooManyRedirects (WebView view, Message cancelMsg, Message continueMsg)"
CameraManager.TorchCallback,onTorchModeChanged,"void onTorchModeChanged (String cameraId, boolean enabled)"
CameraManager.TorchCallback,onTorchModeUnavailable,void onTorchModeUnavailable (String cameraId)
View.OnTouchListener,onTouch,"boolean onTouch (View v, MotionEvent event)"
AbsListView,onTouchEvent,boolean onTouchEvent (MotionEvent ev)
AbsSeekBar,onTouchEvent,boolean onTouchEvent (MotionEvent event)
Activity,onTouchEvent,boolean onTouchEvent (MotionEvent event)
AdapterViewAnimator,onTouchEvent,boolean onTouchEvent (MotionEvent ev)
ArrowKeyMovementMethod,onTouchEvent,"boolean onTouchEvent (TextView widget, Spannable buffer, MotionEvent event)"
BaseMovementMethod,onTouchEvent,"boolean onTouchEvent (TextView widget, Spannable text, MotionEvent event)"
Dialog,onTouchEvent,boolean onTouchEvent (MotionEvent event)
Gallery,onTouchEvent,boolean onTouchEvent (MotionEvent event)
GestureDetector,onTouchEvent,boolean onTouchEvent (MotionEvent ev)
HorizontalScrollView,onTouchEvent,boolean onTouchEvent (MotionEvent ev)
KeyboardView,onTouchEvent,boolean onTouchEvent (MotionEvent me)
LinkMovementMethod,onTouchEvent,"boolean onTouchEvent (TextView widget, Spannable buffer, MotionEvent event)"
MediaController,onTouchEvent,boolean onTouchEvent (MotionEvent event)
MovementMethod,onTouchEvent,"boolean onTouchEvent (TextView widget, Spannable text, MotionEvent event)"
NumberPicker,onTouchEvent,boolean onTouchEvent (MotionEvent event)
ScaleGestureDetector,onTouchEvent,boolean onTouchEvent (MotionEvent event)
ScrollingMovementMethod,onTouchEvent,"boolean onTouchEvent (TextView widget, Spannable buffer, MotionEvent event)"
ScrollView,onTouchEvent,boolean onTouchEvent (MotionEvent ev)
SlidingDrawer,onTouchEvent,boolean onTouchEvent (MotionEvent event)
Spinner,onTouchEvent,boolean onTouchEvent (MotionEvent event)
StackView,onTouchEvent,boolean onTouchEvent (MotionEvent ev)
Switch,onTouchEvent,boolean onTouchEvent (MotionEvent ev)
TextView,onTouchEvent,boolean onTouchEvent (MotionEvent event)
Toolbar,onTouchEvent,boolean onTouchEvent (MotionEvent ev)
Touch,onTouchEvent,"boolean onTouchEvent (TextView widget, Spannable buffer, MotionEvent event)"
TouchDelegate,onTouchEvent,boolean onTouchEvent (MotionEvent event)
TvInputService.Session,onTouchEvent,boolean onTouchEvent (MotionEvent event)
VideoView,onTouchEvent,boolean onTouchEvent (MotionEvent ev)
View,onTouchEvent,boolean onTouchEvent (MotionEvent event)
WallpaperService.Engine,onTouchEvent,void onTouchEvent (MotionEvent event)
WebView,onTouchEvent,boolean onTouchEvent (MotionEvent event)
ZoomButton,onTouchEvent,boolean onTouchEvent (MotionEvent event)
ZoomControls,onTouchEvent,boolean onTouchEvent (MotionEvent event)
AccessibilityManager.TouchExplorationStateChangeListener,onTouchExplorationStateChanged,void onTouchExplorationStateChanged (boolean enabled)
AbsListView,onTouchModeChanged,void onTouchModeChanged (boolean isInTouchMode)
TabHost,onTouchModeChanged,void onTouchModeChanged (boolean isInTouchMode)
ViewTreeObserver.OnTouchModeChangeListener,onTouchModeChanged,void onTouchModeChanged (boolean isInTouchMode)
AbstractInputMethodService,onTrackballEvent,boolean onTrackballEvent (MotionEvent event)
Activity,onTrackballEvent,boolean onTrackballEvent (MotionEvent event)
BaseMovementMethod,onTrackballEvent,"boolean onTrackballEvent (TextView widget, Spannable text, MotionEvent event)"
Dialog,onTrackballEvent,boolean onTrackballEvent (MotionEvent event)
InputMethodService,onTrackballEvent,boolean onTrackballEvent (MotionEvent event)
MediaController,onTrackballEvent,boolean onTrackballEvent (MotionEvent ev)
MovementMethod,onTrackballEvent,"boolean onTrackballEvent (TextView widget, Spannable text, MotionEvent event)"
TextView,onTrackballEvent,boolean onTrackballEvent (MotionEvent event)
VideoView,onTrackballEvent,boolean onTrackballEvent (MotionEvent ev)
View,onTrackballEvent,boolean onTrackballEvent (MotionEvent event)
WebView,onTrackballEvent,boolean onTrackballEvent (MotionEvent event)
TvView.TvInputCallback,onTracksChanged,"void onTracksChanged (String inputId, List<TvTrackInfo> tracks)"
TvView.TvInputCallback,onTrackSelected,"void onTrackSelected (String inputId, int type, String trackId)"
Binder,onTransact,"boolean onTransact (int code, Parcel data, Parcel reply, int flags)"
Transition.TransitionListener,onTransitionCancel,void onTransitionCancel (Transition transition)
TransitionListenerAdapter,onTransitionCancel,void onTransitionCancel (Transition transition)
Transition.TransitionListener,onTransitionEnd,void onTransitionEnd (Transition transition)
TransitionListenerAdapter,onTransitionEnd,void onTransitionEnd (Transition transition)
Transition.TransitionListener,onTransitionPause,void onTransitionPause (Transition transition)
TransitionListenerAdapter,onTransitionPause,void onTransitionPause (Transition transition)
Transition.TransitionListener,onTransitionResume,void onTransitionResume (Transition transition)
TransitionListenerAdapter,onTransitionResume,void onTransitionResume (Transition transition)
Transition.TransitionListener,onTransitionStart,void onTransitionStart (Transition transition)
TransitionListenerAdapter,onTransitionStart,void onTransitionStart (Transition transition)
TriggerEventListener,onTrigger,void onTrigger (TriggerEvent event)
Activity,onTrimMemory,void onTrimMemory (int level)
Application,onTrimMemory,void onTrimMemory (int level)
ComponentCallbacks2,onTrimMemory,void onTrimMemory (int level)
ContentProvider,onTrimMemory,void onTrimMemory (int level)
Fragment,onTrimMemory,void onTrimMemory (int level)
Service,onTrimMemory,void onTrimMemory (int level)
VoiceInteractionSession,onTrimMemory,void onTrimMemory (int level)
VoiceInteractionSessionService,onTrimMemory,void onTrimMemory (int level)
TvInputService.RecordingSession,onTune,"void onTune (Uri channelUri, Bundle params)"
TvInputService.RecordingSession,onTune,void onTune (Uri channelUri)
TvInputService.Session,onTune,"boolean onTune (Uri channelUri, Bundle params)"
TvInputService.Session,onTune,boolean onTune (Uri channelUri)
TvRecordingClient.RecordingCallback,onTuned,void onTuned (Uri channelUri)
TvInputManager.TvInputCallback,onTvInputInfoUpdated,void onTvInputInfoUpdated (TvInputInfo inputInfo)
FontsContract.FontRequestCallback,onTypefaceRequestFailed,void onTypefaceRequestFailed (int reason)
FontsContract.FontRequestCallback,onTypefaceRetrieved,void onTypefaceRetrieved (Typeface typeface)
ConnectivityManager.NetworkCallback,onUnavailable,void onUnavailable ()
CallScreeningService,onUnbind,boolean onUnbind (Intent intent)
CameraPrewarmService,onUnbind,boolean onUnbind (Intent intent)
ConnectionService,onUnbind,boolean onUnbind (Intent intent)
InCallService,onUnbind,boolean onUnbind (Intent intent)
Service,onUnbind,boolean onUnbind (Intent intent)
InputMethodService,onUnbindInput,void onUnbindInput ()
TvInputService.Session,onUnblockContent,void onUnblockContent (TvContentRating unblockedRating)
TvView,onUnhandledInputEvent,boolean onUnhandledInputEvent (InputEvent event)
TvView.OnUnhandledInputEventListener,onUnhandledInputEvent,boolean onUnhandledInputEvent (InputEvent event)
WebViewClient,onUnhandledKeyEvent,"void onUnhandledKeyEvent (WebView view, KeyEvent event)"
Conference,onUnhold,void onUnhold ()
CharsetDecoder,onUnmappableCharacter,CharsetDecoder onUnmappableCharacter (CodingErrorAction newAction)
CharsetEncoder,onUnmappableCharacter,CharsetEncoder onUnmappableCharacter (CodingErrorAction newAction)
NsdManager.RegistrationListener,onUnregistrationFailed,"void onUnregistrationFailed (NsdServiceInfo serviceInfo, int errorCode)"
ConditionProviderService,onUnsubscribe,void onUnsubscribe (Uri conditionId)
AppWidgetProvider,onUpdate,"void onUpdate (Context context, AppWidgetManager appWidgetManager, int[] appWidgetIds)"
RestoreObserver,onUpdate,"void onUpdate (int nowBeingRestored, String currentPackage)"
AsyncQueryHandler,onUpdateComplete,"void onUpdateComplete (int token, Object cookie, int result)"
InputMethodService,onUpdateCursor,void onUpdateCursor (Rect newCursor)
InputMethodService,onUpdateCursorAnchorInfo,void onUpdateCursorAnchorInfo (CursorAnchorInfo cursorAnchorInfo)
InputMethodService,onUpdateExtractedText,"void onUpdateExtractedText (int token, ExtractedText text)"
InputMethodService,onUpdateExtractingViews,void onUpdateExtractingViews (EditorInfo ei)
InputMethodService,onUpdateExtractingVisibility,void onUpdateExtractingVisibility (EditorInfo ei)
InputMethodService,onUpdateSelection,"void onUpdateSelection (int oldSelStart, int oldSelEnd, int newSelStart, int newSelEnd, int candidatesStart, int candidatesEnd)"
SQLiteOpenHelper,onUpgrade,"void onUpgrade (SQLiteDatabase db, int oldVersion, int newVersion)"
WifiP2pManager.UpnpServiceResponseListener,onUpnpServiceAvailable,"void onUpnpServiceAvailable (List<String> uniqueServiceNames, WifiP2pDevice srcDevice)"
FragmentHostCallback,onUseFragmentManagerInflaterFactory,boolean onUseFragmentManagerInflaterFactory ()
DeviceAdminReceiver,onUserAdded,"void onUserAdded (Context context, Intent intent, UserHandle newUser)"
Activity,onUserInteraction,void onUserInteraction ()
Activity,onUserLeaveHint,void onUserLeaveHint ()
DeviceAdminReceiver,onUserRemoved,"void onUserRemoved (Context context, Intent intent, UserHandle removedUser)"
CaptioningManager.CaptioningChangeListener,onUserStyleChanged,void onUserStyleChanged (CaptioningManager.CaptionStyle userStyle)
TextToSpeech.OnUtteranceCompletedListener,onUtteranceCompleted,void onUtteranceCompleted (String utteranceId)
PrinterDiscoverySession,onValidatePrinters,void onValidatePrinters (List<PrinterId> printerIds)
NumberPicker.OnValueChangeListener,onValueChange,"void onValueChange (NumberPicker picker, int oldVal, int newVal)"
TvView.TvInputCallback,onVideoAvailable,void onVideoAvailable (String inputId)
Call.Callback,onVideoCallChanged,"void onVideoCallChanged (Call call, InCallService.VideoCall videoCall)"
RemoteConnection.Callback,onVideoProviderChanged,"void onVideoProviderChanged (RemoteConnection connection, RemoteConnection.VideoProvider videoProvider)"
InCallService.VideoCall.Callback,onVideoQualityChanged,void onVideoQualityChanged (int videoQuality)
RemoteConnection.VideoProvider.Callback,onVideoQualityChanged,"void onVideoQualityChanged (RemoteConnection.VideoProvider videoProvider, int videoQuality)"
MediaPlayer.OnVideoSizeChangedListener,onVideoSizeChanged,"void onVideoSizeChanged (MediaPlayer mp, int width, int height)"
TvView.TvInputCallback,onVideoSizeChanged,"void onVideoSizeChanged (String inputId, int width, int height)"
RemoteConnection.Callback,onVideoStateChanged,"void onVideoStateChanged (RemoteConnection connection, int videoState)"
TvView.TvInputCallback,onVideoUnavailable,"void onVideoUnavailable (String inputId, int reason)"
GridLayout,onViewAdded,void onViewAdded (View child)
ViewGroup,onViewAdded,void onViewAdded (View child)
View.OnAttachStateChangeListener,onViewAttachedToWindow,void onViewAttachedToWindow (View v)
InputMethodService,onViewClicked,void onViewClicked (boolean focusChanged)
Fragment,onViewCreated,"void onViewCreated (View view, Bundle savedInstanceState)"
ListFragment,onViewCreated,"void onViewCreated (View view, Bundle savedInstanceState)"
PreferenceFragment,onViewCreated,"void onViewCreated (View view, Bundle savedInstanceState)"
View.OnAttachStateChangeListener,onViewDetachedFromWindow,void onViewDetachedFromWindow (View v)
GridLayout,onViewRemoved,void onViewRemoved (View child)
ViewGroup,onViewRemoved,void onViewRemoved (View child)
Fragment,onViewStateRestored,void onViewStateRestored (Bundle savedInstanceState)
ImageView,onVisibilityAggregated,void onVisibilityAggregated (boolean isVisible)
ProgressBar,onVisibilityAggregated,void onVisibilityAggregated (boolean isVisible)
TextClock,onVisibilityAggregated,void onVisibilityAggregated (boolean isVisible)
View,onVisibilityAggregated,void onVisibilityAggregated (boolean isVisible)
Chronometer,onVisibilityChanged,"void onVisibilityChanged (View changedView, int visibility)"
TextureView,onVisibilityChanged,"void onVisibilityChanged (View changedView, int visibility)"
TextView,onVisibilityChanged,"void onVisibilityChanged (View changedView, int visibility)"
View,onVisibilityChanged,"void onVisibilityChanged (View changedView, int visibility)"
WallpaperService.Engine,onVisibilityChanged,void onVisibilityChanged (boolean visible)
WebView,onVisibilityChanged,"void onVisibilityChanged (View changedView, int visibility)"
ZoomButtonsController.OnZoomListener,onVisibilityChanged,void onVisibilityChanged (boolean visible)
Activity,onVisibleBehindCanceled,void onVisibleBehindCanceled ()
RemoteConnection.Callback,onVoipAudioChanged,"void onVoipAudioChanged (RemoteConnection connection, boolean isVoip)"
MediaRouter.VolumeCallback,onVolumeSetRequest,"void onVolumeSetRequest (MediaRouter.RouteInfo info, int volume)"
MediaRouter.VolumeCallback,onVolumeUpdateRequest,"void onVolumeUpdateRequest (MediaRouter.RouteInfo info, int direction)"
DreamService,onWakeUp,void onWakeUp ()
Visualizer.OnDataCaptureListener,onWaveFormDataCapture,"void onWaveFormDataCapture (Visualizer visualizer, byte[] waveform, int samplingRate)"
ViewTreeObserver.OnWindowAttachListener,onWindowAttached,void onWindowAttached ()
Activity,onWindowAttributesChanged,void onWindowAttributesChanged (WindowManager.LayoutParams params)
Dialog,onWindowAttributesChanged,void onWindowAttributesChanged (WindowManager.LayoutParams params)
Window.Callback,onWindowAttributesChanged,void onWindowAttributesChanged (WindowManager.LayoutParams attrs)
ViewTreeObserver.OnWindowAttachListener,onWindowDetached,void onWindowDetached ()
AbsListView,onWindowFocusChanged,void onWindowFocusChanged (boolean hasWindowFocus)
ActionMode,onWindowFocusChanged,void onWindowFocusChanged (boolean hasWindowFocus)
Activity,onWindowFocusChanged,void onWindowFocusChanged (boolean hasFocus)
AutoCompleteTextView,onWindowFocusChanged,void onWindowFocusChanged (boolean hasWindowFocus)
Dialog,onWindowFocusChanged,void onWindowFocusChanged (boolean hasFocus)
DreamService,onWindowFocusChanged,void onWindowFocusChanged (boolean hasFocus)
NativeActivity,onWindowFocusChanged,void onWindowFocusChanged (boolean hasFocus)
SearchView,onWindowFocusChanged,void onWindowFocusChanged (boolean hasWindowFocus)
TextView,onWindowFocusChanged,void onWindowFocusChanged (boolean hasWindowFocus)
View,onWindowFocusChanged,void onWindowFocusChanged (boolean hasWindowFocus)
ViewTreeObserver.OnWindowFocusChangeListener,onWindowFocusChanged,void onWindowFocusChanged (boolean hasFocus)
WebView,onWindowFocusChanged,void onWindowFocusChanged (boolean hasWindowFocus)
Window.Callback,onWindowFocusChanged,void onWindowFocusChanged (boolean hasFocus)
InputMethodService,onWindowHidden,void onWindowHidden ()
